cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,query,papers,citations,years,cites_year,cites_paper,cites_author,papers_author,authors_paper,h_index,g_index,hc_index,h_i_index,h_i_norm,awcr,aw_index,awc_rp_a,e_index,hm_index,cites_author_year,h_i_annual,h_coverage,g_coverage,star_count,year_first,year_last,acc1,acc2,acc5,acc20,h_a,tool_name,study_id,double_code,topic_cat,tool_use_type
6,"TW Collins, SE Grineski, ...",We need environmental health justice research and action for LGBTQ+ people,2022,American Journal of …,ajph.aphapublications.org,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2021.306477,https://scholar.google.com/scholar?cites=18392211425186064965&as_sdt=2005&sciodt=2007&hl=en,655,2025-09-15,NA,10.2105/AJPH.2021.306477,6,2,2,3,3,"Goldsmith and Bell (p. 79) coalesce findings from the few studies that have examined and documented patterns of environmental injustice for lesbian, gay, bisexual, transgender, queer …",https://pmc.ncbi.nlm.nih.gov/articles/PMC8713633/pdf/AJPH.2021.306477.pdf,https://scholar.google.com/scholar?q=related:RaoYWNhCPv8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1661,TRUE,NA,NA
0,"D Blount, C Stacy, R Dedert",Advancing Regional Climate-Action Goals through Federal Funding,2023,NA,search.issuelab.org,https://search.issuelab.org/resources/43671/43671.pdf,NA,371,2025-09-15,PDF,NA,0,0,0,3,2,… communities through the New York State CJWG closely align with the federal designations for disadvantaged communities through Climate and Economic Justice Screening Tool. …,https://search.issuelab.org/resources/43671/43671.pdf,https://scholar.google.com/scholar?q=related:4tfPVqUql8kJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1070,TRUE,NA,NA
0,"O DISTRICT, SD MELLETTE COUNTY",SECTION 14-RING THUNDER ROAD,2023,NA,upload.wikimedia.org,https://upload.wikimedia.org/wikipedia/commons/5/53/Section_14-Ring_Thunder_Road-_Draft_feasibility_report_and_environmental_assessment_-_USACE-p16021coll7-24171.pdf,NA,438,2025-09-15,PDF,NA,0,0,0,2,2,"1. Introduction–The Ring Thunder Road streambank erosion project is being reviewed under Section 14 of the Flood Control Act of 1943, as amended, authorizing the US Army Corps of …",https://upload.wikimedia.org/wikipedia/commons/5/53/Section_14-Ring_Thunder_Road-_Draft_feasibility_report_and_environmental_assessment_-_USACE-p16021coll7-24171.pdf,https://scholar.google.com/scholar?q=related:yIaZ1_lhBHEJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1467,TRUE,NA,NA
1,"LE Excell, A Nutkiewicz, RK Jain",Mitigating Energy Efficiency Inequities Using Integrated Data-Driven and Parametric Energy Modeling,NA,Computing in Civil Engineering 2023,ascelibrary.org,https://ascelibrary.org/doi/abs/10.1061/9780784485248.030,https://scholar.google.com/scholar?cites=9910534877638087701&as_sdt=2005&sciodt=2007&hl=en,186,2025-09-15,NA,10.1061/9780784485248.030,1,0,0,3,NA,… The CEJST considers a community disadvantaged if it is at or above the 65th percentile for low income and meets the threshold for one or more of the following categories of burden: …,NA,https://scholar.google.com/scholar?q=related:FdS8g_ZKiYkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1357,TRUE,NA,NA
0,US See,Affirmative Duty of Government,NA,urban.org,NA,https://www.urban.org/sites/default/files/2023-09/Public%20Comment%20on%20Proposed%20Revisions%20to%20Circular%20A-4%20Regulatory%20Analysis%20and%20Circular%20A-94.pdf,NA,260,2025-09-15,PDF,NA,0,0,0,1,NA,"Embedded within the familiar and high-profile body of equal protection law is a permissible window within which government can, and is sometimes required to, take certain actions to …",https://www.urban.org/sites/default/files/2023-09/Public%20Comment%20on%20Proposed%20Revisions%20to%20Circular%20A-4%20Regulatory%20Analysis%20and%20Circular%20A-94.pdf,https://scholar.google.com/scholar?q=related:oAGcro0AW88J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1671,TRUE,NA,NA
0,L Yona,Unjust Carbon Accounts,2024,Available at SSRN 4988542,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4988542,NA,334,2025-09-15,NA,NA,0,0,0,1,1,… The Executive Order also tasked the Council on Environmental Quality with “creat[ing] a geospatial Climate and Economic Justice Screening Tool and […] annually publish interactive …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4988542,https://scholar.google.com/scholar?q=related:3Tq4yNyX4oQJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1349,TRUE,NA,NA
0,"L Batchelder, T West Jr, CP Rettig, W Paul, ...",Re: Requests for Comments on Implementation Guidance for the Inflation Reduction Act (IRS Notices No. 2022–46 through–51 &2022–56 through–58),2022,NA,bakerbotts.com,https://www.bakerbotts.com/~/media/files/thought-leadership/publications/2022/december/comment-from-nyu-school-of-law-institute-for-policy-integrity-51.pdf,NA,689,2025-09-15,PDF,NA,0,0,0,5,3,… It also calls on the Council on Environmental Quality to “create a geospatial Climate and Economic Justice Screening Tool and . . . annually publish interactive maps highlighting …,https://www.bakerbotts.com/~/media/files/thought-leadership/publications/2022/december/comment-from-nyu-school-of-law-institute-for-policy-integrity-51.pdf,https://scholar.google.com/scholar?q=related:0wjDRGAb0AAJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1325,TRUE,NA,NA
0,UFBR Infrastructure,Technical Guide,2022,NA,wvww.naseo.org,https://wvww.naseo.org/data/sites/1/documents/publications/NASEO%20BRIC%20Action%20Guide_Technical%20Guide_FINAL2.pdf,NA,755,2025-09-15,PDF,NA,0,0,0,1,3,"FEMA’s BRIC Program was developed by NASEO’s Energy Security Program with guidance from the NASEO Energy Security Committee, and with input from a variety of stakeholders. …",https://wvww.naseo.org/data/sites/1/documents/publications/NASEO%20BRIC%20Action%20Guide_Technical%20Guide_FINAL2.pdf,https://scholar.google.com/scholar?q=related:_vSc6NgEu2IJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1670,TRUE,NA,NA
1,"MR Greenberg, D Schneider, LA Cox Jr",The use of public spatial databases in risk analysis: A US‐oriented tutorial,2025,Risk Analysis,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/risa.17705,https://scholar.google.com/scholar?cites=2272041738416549366&as_sdt=2005&sciodt=2007&hl=en,61,2025-09-15,NA,10.1111/risa.17705,1,1,0,3,1,"… Federal agencies must use CEJST in their program allocation decisions, although they can … After making many of the suggested changes, CEQ reissued CEJST. Dean and Esling (2023…",https://onlinelibrary.wiley.com/doi/pdf/10.1111/risa.17705,https://scholar.google.com/scholar?q=related:9u0tXezphx8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1434,TRUE,NA,NA
0,"L Cain, L Dunlap, M Gutierrez, S Zamora, ...",Pathways to Advance Equity in Federal Programs,2023,NA,escholarship.org,https://escholarship.org/uc/item/04j0v20w,NA,114,2025-09-15,NA,NA,0,0,0,5,2,"In the face of climate change and ongoing environmental racism,1 the federal government and the State of California are engaged in parallel missions to invest in reducing …",https://escholarship.org/content/qt04j0v20w/qt04j0v20w.pdf,https://scholar.google.com/scholar?q=related:CyWTYLVWVywJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1330,TRUE,NA,NA
20,M Sotolongo,Defining environmental justice communities: Evaluating digital infrastructure in Southeastern states for Justice40 benefits allocation,2023,Applied Geography,Elsevier,https://www.sciencedirect.com/science/article/pii/S0143622823001881,https://scholar.google.com/scholar?cites=2407893886868439364&as_sdt=2005&sciodt=2007&hl=en,23,2025-09-15,NA,NA,20,10,20,1,2,Evaluating the impact of the Justice40 Initiative requires clearly defining and publicly disclosing both the “benefits” of the clean energy transition and the “disadvantaged communities” …,https://www.sciencedirect.com/science/article/am/pii/S0143622823001881,https://scholar.google.com/scholar?q=related:RMGgh7uOaiEJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1412,TRUE,NA,NA
0,"J Rice-Boayue, L Garo, EI Nebie",Community stakeholder perspectives for empowering EJ initiatives through Public Participation Geographic Information Systems (PPGIS),2025,Environmental Research …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1748-9326/ada6e0/meta,NA,214,2025-09-15,NA,10.1088/1748-9326/ada6e0,0,0,0,3,1,… The Climate and Economic Justice Screening Tool (CEJST) was used to identify the study … A community is labeled as disadvantaged on the CEJST map if it falls within a census tract …,https://iopscience.iop.org/article/10.1088/1748-9326/ada6e0/pdf,https://scholar.google.com/scholar?q=related:mYkjmvaRzTsJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1242,TRUE,NA,NA
0,"J Vega, J Mays, J Barron, N Johnson, R Isaacs, ...","Hydrogen Storage for Load-Following and Clean Power: Duct-firing of Hydrogen to Improve the Capacity Factor of NGCC Plants (Final Report, Phase II Pre-Front End …",2024,NA,osti.gov,https://www.osti.gov/biblio/2328587,NA,789,2025-09-15,NA,NA,0,0,0,6,1,"GTI Energy (GTI) and team members Southern Company Services (SCS), Pacific Gas & Electric (PG&E) and the Electric Power Research Institute (EPRI) performed a Phase II Pre-Feed …",https://www.osti.gov/servlets/purl/2328587,https://scholar.google.com/scholar?q=related:mnAWwIe8c_4J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1253,TRUE,NA,NA
0,JW Lockwood,"Modeling Tropical Cyclone and Weather Risk in a Changing Climate: Machine Learning, Hazards, and Socio-Economic Inequalities",2024,NA,search.proquest.com,https://search.proquest.com/openview/4584312469d26d5c8c84fa0f311f83a7/1?pq-origsite=gscholar&cbl=18750&diss=y,NA,534,2025-09-15,BOOK,NA,0,0,0,1,1,… 96 5.3 Mean BCR for all census tracts based on the whether the census tract has been identified as disadvantaged metric according to the CEJST dataset. The error bars show the 33% …,https://search.proquest.com/openview/4584312469d26d5c8c84fa0f311f83a7/1?pq-origsite=gscholar&cbl=18750&diss=y,https://scholar.google.com/scholar?q=related:21P4tjU0_d8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1280,TRUE,NA,NA
0,"AA Rojas, L Vera, S Hansen, E Nost, ...",Infrastructuring Care: Co-Designing Computational Notebooks for Environmental Data Justice,NA,"… , &Human Values",journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/01622439251356930,NA,257,2025-09-15,NA,10.1177/01622439251356930,0,0,0,5,NA,… While tools like EPA’s EJScreen and the White House Climate and Economic Justice Screening tool highlighted and measured spatial environmental inequality using state datasets …,https://www.researchgate.net/profile/Eric-Nost/publication/395067477_Infrastructuring_Care_Co-Designing_Computational_Notebooks_for_Environmental_Data_Justice/links/68b6f0713391fb1a7a4cd1f2/Infrastructuring-Care-Co-Designing-Computational-Notebooks-for-Environmental-Data-Justice.pdf,https://scholar.google.com/scholar?q=related:-fzg_E04BVQJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),958,TRUE,NA,NA
8,D Stokes,From Redlining to Greenlining,2024,UCLA L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/uclalr71&section=18,https://scholar.google.com/scholar?cites=7837008847998967672&as_sdt=2005&sciodt=2007&hl=en,678,2025-09-15,NA,NA,8,8,8,1,1,"For generations, marginalized communities have been impacted by discriminatory land use, zoning, and property valuation policies, from redlining in the 1930s to the siting of …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4472857,https://scholar.google.com/scholar?q=related:eF-SZgamwmwJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1099,TRUE,NA,NA
0,"R Horsey, A Parker, C CaraDonna, M Dahlhausen, ...",Understanding Building Energy Use in the Greater Nashville and Hopkinsville-Bowling Green Area: Basic Building Stock Characterization,2023,NA,osti.gov,https://www.osti.gov/biblio/1998693,NA,173,2025-09-15,NA,NA,0,0,0,5,2,"… of the Climate and Economic Justice Screening Tool (CEJST), which is maintained by the White House Council on Environmental Quality (CEQ) (CEQ 2023). CEJST defines disadvan…",https://www.osti.gov/servlets/purl/1998693,https://scholar.google.com/scholar?q=related:65vTz-M0T3MJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1516,TRUE,NA,NA
10,"C Cecot, RW Hahn",Incorporating equity and justice concerns in regulation,2024,Regulation &Governance,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/rego.12508,https://scholar.google.com/scholar?cites=4581456685413750309&as_sdt=2005&sciodt=2007&hl=en,392,2025-09-15,NA,10.1111/rego.12508,10,10,5,2,1,US regulatory agencies have been encouraged to consider the equity and distributional impacts of regulations for decades. This paper examines the extent to which such analysis is …,https://onlinelibrary.wiley.com/doi/pdf/10.1111/rego.12508,https://scholar.google.com/scholar?q=related:Jdbs75SalD8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1021,TRUE,NA,NA
0,A Fulton,A comparison of equity-based mapping tools used in urban forestry across Texas,2025,NA,ir.library.oregonstate.edu,https://ir.library.oregonstate.edu/concern/graduate_projects/1n79hd64x,NA,63,2025-09-15,NA,NA,0,0,0,1,1,"… CEJST identifies disadvantaged communities at the census … The resulting data from CEJST can be seen in Figure 1 for … government removed the tool, a replica of CEJST was made …",https://ir.library.oregonstate.edu/downloads/db78tn11h,https://scholar.google.com/scholar?q=related:kBozn1mot54J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),932,TRUE,NA,NA
2,J Jones,Defending Race-Conscious Policy: New York State's Criteria for Indentifying Disadvantaged Communities,2024,Colum. J. Env't L.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/cjel49&section=12,https://scholar.google.com/scholar?cites=640599965438135856&as_sdt=2005&sciodt=2007&hl=en,47,2025-09-15,NA,NA,2,2,2,1,1,"… Next, it discusses a similar effort by the federal government, consisting of the Justice40 initiative and the Climate and Economic Justice Screening Tool, and compares the federal …",https://journals.library.columbia.edu/index.php/cjel/article/download/12632/6258,https://scholar.google.com/scholar?q=related:ME4RR0be4wgJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1225,TRUE,NA,NA
2,"N Batbaatar, A Smith, C Jia, AM Naser, ...","Association of environmental factors with breast cancer incidence among African American women in Memphis, Tennessee",2025,International Journal …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/09603123.2024.2400702,https://scholar.google.com/scholar?cites=6717812974929272055&as_sdt=2005&sciodt=2007&hl=en,178,2025-09-15,NA,10.1080/09603123.2024.2400702,2,2,0,5,1,"African American (AA) women confront distinct disparities in breast cancer rates, and the impact of their living environment is unclear. This study aimed to examine the association …",NA,https://scholar.google.com/scholar?q=related:91wr5k53Ol0J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1441,TRUE,NA,NA
0,TRP COUNCIL,ADVANCING ENERGY EFFICIENCY IN RESIDENTIAL BUILDINGS,2024,NA,thurstonclimatecollaborative.org,https://thurstonclimatecollaborative.org/wp-content/uploads/2024/08/Energy-Efficiency-White-Paper_Final_01232024.pdf,NA,675,2025-09-15,PDF,NA,0,0,0,1,1,"Thurston Regional Planning Council (TRPC) hereby gives public notice that it is the agency’s policy to assure full compliance with Title VI of the Civil Rights Act of 1964, the Civil Rights …",https://thurstonclimatecollaborative.org/wp-content/uploads/2024/08/Energy-Efficiency-White-Paper_Final_01232024.pdf,https://scholar.google.com/scholar?q=related:yD22B_HvY4cJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1659,TRUE,NA,NA
21,"T Tang, H Kim","Linking energy policy, energy insecurity, and health outcomes",2023,Frontiers in Sustainable Energy Policy,frontiersin.org,https://www.frontiersin.org/journals/sustainable-energy-policy/articles/10.3389/fsuep.2023.1231821/full,https://scholar.google.com/scholar?cites=511426844314477849&as_sdt=2005&sciodt=2007&hl=en,436,2025-09-15,HTML,10.3389/fsuep.2023.1231821,21,10.5,11,2,2,Energy insecurity poses a global challenge with far-reaching social equity and health implications. This paper provides a comprehensive perspective on the relationship between …,https://www.frontiersin.org/journals/sustainable-energy-policy/articles/10.3389/fsuep.2023.1231821/full,https://scholar.google.com/scholar?q=related:GaX2VwH0GAcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Climate and Economic Justice Screening Tool (CEJST),1642,TRUE,NA,NA
