cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type
5,"P Jordan, FA Hoover, ME Hopton","Leveraging ancillary benefits from urban greenspace–a case study of St. Louis, Missouri",2022,Urban water journal,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/1573062X.2021.2001544,https://scholar.google.com/scholar?cites=8825203787583606959&as_sdt=2005&sciodt=2007&hl=en,114,2025-09-15,,10.1080/1573062X.2021.2001544,5,1.67,2,3,3,… EJSCREEN uses ACS’s demographic data to derive its outputs and was used to define the … This layer was spatially joined to the EJSCREEN layer (to bin outfalls by polygon) and …,https://pmc.ncbi.nlm.nih.gov/articles/PMC9104785/pdf/nihms-1801688.pdf,https://scholar.google.com/scholar?q=related:r1BaPRZseXoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Land use, housing & built environment infrastructure",Mentioned/Context
3,"P Krieg, MN Hannah","“Thick Mapping” for Environmental Justice: EJScreen, ArcGIS, and Contemporary Literature",2022,Routledge handbook of the digital …,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003082798-31/thick-mapping-environmental-justice-parker-krieg-matthew-hannah,https://scholar.google.com/scholar?cites=10492206764603782453&as_sdt=2005&sciodt=2007&hl=en,4,2025-09-15,,10.4324/9781003082798-31,3,1,2,2,3,"… from the EPA’s Environmental Justice Screening and Mapping Tool (EJScreen).This platform … And while this chapter focuses on EJScreen and North American literature, we advocate a …",,https://scholar.google.com/scholar?q=related:NbUoWnbOm5EJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Health & well-being,Applied
21,"P Romero-Lankao, A Wilson, ...",Inequality and the future of electric mobility in 36 US Cities: An innovative methodology and comparative assessment,2022,Energy Research &Social …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214629622002638,https://scholar.google.com/scholar?cites=7132320378887526246&as_sdt=2005&sciodt=2007&hl=en,88,2025-09-15,,,21,7,7,3,3,"Electric vehicles are seen as one of the technological solutions to transition our transportation systems away from carbon, and cities offer unique opportunities to electrify transportation. …",https://www.sciencedirect.com/science/article/am/pii/S2214629622002638,https://scholar.google.com/scholar?q=related:Ztfej5gX-2IJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Health & well-being,Critiqued
0,PG Burgess,Intelligent Street Lighting and Remote Power Units as Case Studies for Cities to Decarbonize,2022,,search.proquest.com,https://search.proquest.com/openview/39297ebfe450a8ead8cdd4504a02a4e8/1?pq-origsite=gscholar&cbl=18750&diss=y,,210,2025-09-15,,,0,0,0,1,3,There is a scientific consensus that atmospheric warming caused by the release of emissions will reach critical levels in our lifetime if significant efforts are not made to decarbonize our …,,https://scholar.google.com/scholar?q=related:rtxT1cXTBcsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Economy, labor & development",None
14,"PN Breysse, WE Cascio, AM Geller, ...",Targeting coordinated federal efforts to address persistent hazardous exposures to lead,2022,… journal of public …,ajph.aphapublications.org,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2022.306972,https://scholar.google.com/scholar?cites=3534257566190542309&as_sdt=2005&sciodt=2007&hl=en,71,2025-09-15,,10.2105/AJPH.2022.306972,14,4.67,4,4,3,… The petitions ask the EPA to make an endangerment finding under the Clean Air Act for leaded aviation fuel; the EPA plans to propose a finding in 2022 for public review and comment …,https://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.2022.306972?download=true,https://scholar.google.com/scholar?q=related:5R2G-Yc0DDEJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Water resources & flooding,Applied
0,"PR Gagnon, JL Gallihugh, SB Komlos, SE Durden, ...",Incorporating Social and Environmental Outputs in Decision-Making: Workshop Outcomes,2022,,apps.dtic.mil,https://apps.dtic.mil/sti/html/trecms/AD1181843/,,219,2025-09-15,,,0,0,0,5,3,This document summarizes the notable outcomes of the workshop Quantifying and Incorporating Social and Environmental Outputs in Decision-Making - Research and Development …,https://apps.dtic.mil/sti/trecms/pdf/AD1181843.pdf,https://scholar.google.com/scholar?q=related:Vu6ba93m-bYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Climate hazards & risks,Applied
12,R Bratspies,""" Underburdened"" Communities",2022,Cal. L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/calr110&section=50,https://scholar.google.com/scholar?cites=14101588258234458550&as_sdt=2005&sciodt=2007&hl=en,258,2025-09-15,,,12,4,12,1,3,"Waste is built into modern culture. We buy things designed for temporary use, usually shrink-wrapped in plastic packaging. 2 All of it is intended to be thrown away-the packaging …",https://www.californialawreview.org/s/Bratspies-36-post-EIC.pdf,https://scholar.google.com/scholar?q=related:tmHitM7nssMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Other,None
12,"R Dengel, C Mellor, R Ellison, E Torrone",Introductions,2022,,waportal.org,https://waportal.org/sites/default/files/2024-01/EJC%20August%20Presentation_For%20CCA%20Committee.pdf,https://scholar.google.com/scholar?cites=15709543509824987839&as_sdt=2005&sciodt=2007&hl=en,310,2025-09-15,,,12,4,3,4,3,… August 2022 … High EHD Rank OR High EJScreen Demographic Index OR Tribal Land … Environmental Health Disparities Map EJScreen (and other federal tools) …,,https://scholar.google.com/scholar?q=related:v2Kp5paCA9oJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Transit, mobility & transportation",Mentioned/Context
0,"R Emanuel, L Rivers, G Blank",Statistical Power of Federal Environmental Justice Analyses: False negative errors and implications for American Indian populations,2022,Authorea Preprints,authorea.com,https://www.authorea.com/doi/full/10.1002/essoar.10501730,,167,2025-09-15,,10.1002/essoar.10501730,0,0,0,3,3,"… 2022 … November 22, 2022 … In the meantime, EPA’s EJSCREEN tool should be modified to accommodate large-scale projects such as interstate pipelines. …",https://www.authorea.com/doi/pdf/10.1002/essoar.10501730,https://scholar.google.com/scholar?q=related:zgZiyeFCwKoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Transit, mobility & transportation",Mentioned/Context
12,"R Oulton, TG Gallagher, CK Anovick",Efficacy of curricular enhancements to address social and environmental injustice in civil engineering,2021,2021 ASEE Virtual Annual …,peer.asee.org,https://peer.asee.org/efficacy-of-curricular-enhancements-to-address-social-and-environmental-injustice-in-civil-engineering,https://scholar.google.com/scholar?cites=1462106865668833441&as_sdt=2005&sciodt=2007&hl=en,327,2025-09-15,,,12,3,4,3,4,"… to their homes and use the EPA’s EJSCREEN tool to look at the demographics in the area and … For the upcoming 2021-2022 academic year, curricular enhancements made in this study …",https://peer.asee.org/37017.pdf,https://scholar.google.com/scholar?q=related:ocDZn3JyShQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Climate hazards & risks,Mentioned/Context
0,"R Patchell, M Judokusumo, M Cortes, H Fisher","Environmental Justice Inventory–Linn-Benton County, Oregon",2022,,ir.library.oregonstate.edu,https://ir.library.oregonstate.edu/concern/defaults/02871412q,,39,2025-09-15,,,0,0,0,4,3,… This EJScreen report covers toxic waste from 2018-2020. Note that the TRI map below is based on different data than EJ Screen provides in other maps in this report. The demographic …,https://ir.library.oregonstate.edu/downloads/c534fx39m,https://scholar.google.com/scholar?q=related:mGhM1IZIY9cJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Natural environment, resources & ecosystems",Applied
0,R Rozansky,Gas Run Aground,,globalenergymonitor.org,,https://globalenergymonitor.org/wp-content/uploads/2022/03/Gas-Run-Aground-2022.pdf,,288,2025-09-15,PDF,,0,0,0,1,,"… If any projects do arrive at FIDs in 2022, it may be those that have secured ample offtake … For a selected area, EPA’s EJSCREEN provides a series of indicators on demographics …",https://globalenergymonitor.org/wp-content/uploads/2022/03/Gas-Run-Aground-2022.pdf,https://scholar.google.com/scholar?q=related:mdYLgxtUpLoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Community engagement & knowledge,Critiqued
2,RB Hanson,Report to NSF on AGU community recommendations and ideas regarding implementing Climate Change Solutions,2022,Authorea Preprints,authorea.com,https://www.authorea.com/doi/full/10.1002/essoar.10507256,https://scholar.google.com/scholar?cites=13709759302959139182&as_sdt=2005&sciodt=2007&hl=en,312,2025-09-15,,10.1002/essoar.10507256,2,0.67,2,1,3,Several bills moving through Congress are likely to provide significant funding for expanding research and results in climate change solutions (CCS). This is also a priority of the Biden-…,https://www.authorea.com/doi/pdf/10.1002/essoar.10507256,https://scholar.google.com/scholar?q=related:bon82HLZQr4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Transit, mobility & transportation",Applied
1,"RM Caron, AM Hewitt, EA Hooker, ...",Methods and Tools for Teaching Health Profession Students How to Perform Community Health Needs Assessments,2022,Pedagogy in Health …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/2373379920969732,https://scholar.google.com/scholar?cites=17624418987848298148&as_sdt=2005&sciodt=2007&hl=en,272,2025-09-15,,10.1177/2373379920969732,1,0.33,0,4,3,Public health and health administration programs play a critical role in training future health profession leaders to be strategic and efficacious in this current dynamic environment. As the …,,https://scholar.google.com/scholar?q=related:pO5Y97CDlvQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Energy & decarbonization,None
2,"RM Webb, M Panfil, SH Jones, D Adler",Evaluating Climate Risk in NEPA Reviews: Current Practices and Recommendations for Reform,2022,,scholarship.law.columbia.edu,https://scholarship.law.columbia.edu/sabin_climate_change/185/,https://scholar.google.com/scholar?cites=16485788018483827177&as_sdt=2005&sciodt=2007&hl=en,157,2025-09-15,,,2,0.67,1,4,3,"In recent years, policymakers, practitioners, and scholars have increasingly considered how climate change should factor into existing environmental review obligations, including …",https://scholarship.law.columbia.edu/cgi/viewcontent.cgi?article=1185&context=sabin_climate_change,https://scholar.google.com/scholar?q=related:6ZEefNtIyeQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Health & well-being,None
8,"RT Emeny, K Zhang, D Goodman, A Dev, ...",Inclusion of social and structural determinants of health to advance understanding of their influence on the biology of chronic disease,2022,Current …,Wiley Online Library,https://currentprotocols.onlinelibrary.wiley.com/doi/abs/10.1002/cpz1.556,https://scholar.google.com/scholar?cites=3580681760178207764&as_sdt=2005&sciodt=2007&hl=en,69,2025-09-15,,10.1002/cpz1.556,8,2.67,2,5,3,"… The EJSCREEN tool can be used to indicate associations between the built environment and community exposures to SDOH factors with many adverse health outcomes, such as non-…",,https://scholar.google.com/scholar?q=related:FHwk8RYjsTEJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Governance, policy & institutional frameworks",Mentioned/Context
7,"S Fall, E Abdalla, J Quansah, MJ Franklin, ...",County-level assessment of vulnerability to COVID-19 in Alabama,2022,… International Journal of …,mdpi.com,https://www.mdpi.com/2220-9964/11/5/320,https://scholar.google.com/scholar?cites=9342747283212059365&as_sdt=2005&sciodt=2007&hl=en,141,2025-09-15,HTML,,7,2.33,1,5,3,"… Since then, several waves of COVID-19 have struck the US and as of early April 2022, there were more than 80,000,000 cases and 980,000 deaths due to the disease [2]. …",https://www.mdpi.com/2220-9964/11/5/320,https://scholar.google.com/scholar?q=related:5cIZcicbqIEJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Equity and justice,Mentioned/Context
19,"S Forrester, GL Barbose, E O'Shaughnessy, ...",Residential Solar-Adopter Income and Demographic Trends: November 2022 Update,2022,,escholarship.org,https://escholarship.org/uc/item/7zh2t3xx,https://scholar.google.com/scholar?cites=12272431742854250329&as_sdt=2005&sciodt=2007&hl=en,132,2025-09-15,,,19,6.33,5,4,3,"… □ PV adopter income and demographic data reflect current values based on Experian ConsumerView data obtained in Q3 2022, rather than at time of adoption; consequently, the data …",https://escholarship.org/content/qt7zh2t3xx/qt7zh2t3xx_noSplash_b28d6754c8757f681900b9cb41dfc9c4.pdf,https://scholar.google.com/scholar?q=related:WT8O46VvUKoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Health & well-being,Mentioned/Context
1,"S Fu, A Shipp",Positioning Justice40 for Success,2022,A Policy and Practice Playbook,urban.org,https://www.urban.org/sites/default/files/2022-11/Positioning_Justice40_for_Success.pdf,https://scholar.google.com/scholar?cites=7371698060344862097&as_sdt=2005&sciodt=2007&hl=en,250,2025-09-15,PDF,,1,0.33,1,2,3,"… As the EPA acknowledges regarding its own tool, EJScreen, “a screening tool cannot capture all the relevant issues that should be considered” and “should be supplemented with …",https://www.urban.org/sites/default/files/2022-11/Positioning_Justice40_for_Success.pdf,https://scholar.google.com/scholar?q=related:kaVKNlSITWYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Governance, policy & institutional frameworks",Critiqued
2,S Gagnon,Accelerating vehicle electrification in Michigan,2022,Center for Climate and Energy Solutions. c2es. org,c2es.org,https://www.c2es.org/wp-content/uploads/2022/10/Accelerating-Vehicle-Electrification-in-Michigan.pdf,https://scholar.google.com/scholar?cites=2111731775163724662&as_sdt=2005&sciodt=2007&hl=en,307,2025-09-15,PDF,,2,0.67,2,1,3,"… This brief summarizes key takeaways from our regional roundtable held virtually in Michigan in February 2022, and offers recommendations for state policy makers and companies to …",https://www.c2es.org/wp-content/uploads/2022/10/Accelerating-Vehicle-Electrification-in-Michigan.pdf,https://scholar.google.com/scholar?q=related:dvOJb9xgTh0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Community engagement & knowledge,Applied
0,"S Greenberg, S Whittaker, KC O'Brien, VE Hemrich","Carbon Capture, Utilization, and Storage in Illinois",2022,,ideals.illinois.edu,https://www.ideals.illinois.edu/items/125493,,243,2025-09-15,,,0,0,0,4,3,This report discusses the status of available carbon management technologies in Illinois; opportunities for using or storing captured carbon dioxide (CO2) underground; key challenges …,https://www.ideals.illinois.edu/items/125493/bitstreams/412935/data.pdf,https://scholar.google.com/scholar?q=related:KiBtjkvZ4tcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Equity and justice,Applied
0,S Helfner,Investigating Hawai'i's Cesspool Outreach and Community Participation: Kahalu'i as a Case Study,2022,,search.proquest.com,https://search.proquest.com/openview/e6b7f0caa598bc445069e38dcbc0216a/1?pq-origsite=gscholar&cbl=18750&diss=y,,301,2025-09-15,,,0,0,0,1,3,"… Using EPA’s EJSCREEN tool, they work to identify which communities are considered marginalized or disadvantaged (Young et. al, 2021). Serving to create a revolving fund for water …",https://scholarspace.manoa.hawaii.edu/bitstreams/39362dac-2a68-45e3-8890-dc47c8fae023/download,https://scholar.google.com/scholar?q=related:LVmWrnfVZXgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Energy & decarbonization,Mentioned/Context
0,"S Khadka Mishra, J Heath, A Holland",Economic Analysis of Geologic Carbon Sequestration Projects.,2022,,osti.gov,https://www.osti.gov/servlets/purl/2004327,,87,2025-09-15,PDF,,0,0,0,3,3,"… We use the information at the tract/block level available at the DoE’s Energy Justice Dashboard (data on the fossil fuel dependencies of the population), EPA EJScreen ( data on …",https://www.osti.gov/servlets/purl/2004327,https://scholar.google.com/scholar?q=related:xnOX_CnIPw0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Governance, policy & institutional frameworks",Mentioned/Context
0,S Killian,All's a Fair Share in CERCLA and War: Guam v. United States and Military Responsibility for Superfund Cleanups,2022,Ecology LQ,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/eclawq49&section=25,,63,2025-09-15,,,0,0,0,1,3,"… the 90th percentile nationally of EPA's EJScreen indexes for air toxics cancer risk, air toxics respiratory hazard, and major direct dischargers to water. EJScreen is EPA's environmental …",,https://scholar.google.com/scholar?q=related:Ov0qjxn-6_sJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,Health & well-being,Mentioned/Context
5,"S McTarnaghan, AN Junod, A Shipp, J Schwabish, ...",Comment Letter on CEQ's Climate and Economic Justice Screening Tool Beta Version,2022,,urban.org,https://www.urban.org/sites/default/files/2022-04/Comment%20Letter%20on%20CEQ%27s%20Climate%20and%20Economic%20Justice%20Screening%20Tool%20Beta%20Version.pdf,https://scholar.google.com/scholar?cites=12078536642479751955&as_sdt=2005&sciodt=2007&hl=en,24,2025-09-15,PDF,,5,1.67,1,5,3,"… We also recommend that the CEQ consider additional rural-, tribal-, and unincorporated-specific eligibility metrics, such as those included in Maryland’s EJScreen,18 to better ensure …",https://www.urban.org/sites/default/files/2022-04/Comment%20Letter%20on%20CEQ%27s%20Climate%20and%20Economic%20Justice%20Screening%20Tool%20Beta%20Version.pdf,https://scholar.google.com/scholar?q=related:E4OL3RSVn6cJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,,,"Governance, policy & institutional frameworks",Mentioned/Context
